,Date,Year,Type,Country,Area,Location
5391,11-Aug-1895,1895,Unprovoked,USA,Rhode Island,Noyes Beach
5392,2-Aug-1895,1895,Unprovoked,USA,New Jersey,Raritan Bay
5393, 16-Jul-1895,1895,Unprovoked,JAPAN,,
5394, 13-Jun-1895,1895,Unprovoked,,,
5395, 03-Jun-1895,1895,Unprovoked,AUSTRALIA,Western Australia,Barrow Passage
5396,21-May-1895,1895,Sea Disaster,BAHAMAS,Bimini Islands,Off Gun Cay
5397,03-May-1895,1895,Unprovoked,NEW ZEALAND,South Island,Preservation Inlet
5398,29-Apr-1895,1895,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River
5399,23-Apr-1895,1895,Unprovoked,NEW ZEALAND,South Island,Oamaru
5400, 29-Mar-1895,1895,Unprovoked,INDONESIA,Moluccas,South Aroo Island
5401,15-Mar-1895,1895,Unprovoked,AUSTRALIA,Queensland,Burnett River
5402,27-Feb-1895,1895,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor
5403, 23-Feb-1895,1895,Unprovoked,PANAMA,Bocas del Toro,
5404,1895,1895,Boating,AUSTRALIA,Western Australia,"Dampier's Creek, Broome"
5405,11-Dec-1894,1894,Provoked,USA,Florida,"North Beach, St. Augustine"
5406,28-Nov-1894,1894,Unprovoked,AUSTRALIA,New South Wales,Newcastle 
5407, 06-Oct-1894,1894,Unprovoked,USA,Alabama,Mobile Bay
5408, 12-Sep-1894,1894,Unprovoked,USA,Virginia,Norfolk
5409, 06-Sep-1894,1894,Unprovoked,FIJI,Vita Levu,Rewa River
5410, 01-Sep-1894,1894,Provoked,USA,Texas,Rockport
5411,21-Aug-1894,1894,Unprovoked,USA,New York,"Woolsey's Point, East River"
5412,01-Aug-1894,1894,Unprovoked,USA,Florida,"Jacksonville, Duval County"
5413,Reportd 15-Jul-1894,1894,Unprovoked,FRANCE,Provence,"la Badine, Hyères "
5414,29-Jun-1894,1894,Unprovoked,USA,Florida,Anastasia Island
5415,25-Jun-1894,1894,Unprovoked,SOUTH AFRICA,Western Cape Province,Simons Town
5416, 15-Jun-1894,1894,Unprovoked,USA,North Carolina,"New Bern, Craven County"
5417, 15-Jun-1894,1894,Unprovoked,MEXICO,Bay of Campeche,
5418, 28-Apr-1894,1894,Unprovoked,BURMA,Rangoon,Amherst
5420, 20-Oct-1893,1893,Unprovoked,INDIA,Bay of Bengal,Madras Harbor
5421,16-Oct-1893,1893,Invalid,CROATIA, Primorje-Gorski Kotar County,"Off Volusca, Opatija"
5422,03-Jul-1893,1893,Unprovoked,PHILIPPINES,,Off Manila
5423,22-Jun-1893,1893,Unprovoked,LEBANON,,Off Tripoli
5424, 22-Jun-1893,1893,Unprovoked,NIGERIA,Bayelsa State,Mouth of the Nun River
5425, 23-May-1893,1893,Unprovoked,FIJI,,Between Kadavu & Beqa
5426,17-May-1893,1893,Unprovoked,CUBA,Havana Province,Havana Harbor
5427, 15-Apr-1893,1893,Unprovoked,SOUTH ATLANTIC OCEAN,,
5428,14-Apr-1893,1893,Unprovoked,AUSTRALIA,Queensland,Torres Strait
5429,04-Apr-1893,1893,Invalid,AUSTRALIA,Tasmania,"Chimney Point, Georges Bay"
5430, 30-Jan-1893,1893,Unprovoked,NEW ZEALAND,South Island?,Downs River
5431, 18-Jan-1893,1893,Unprovoked,FRENCH POLYNESIA,,One week out of Pápete
5432,1893,1893,Unprovoked,EGYPT,Mediterranean Sea,Port Said
5433,15-Dec-1892,1892,Unprovoked,ATLANTIC OCEAN,,
5434, 09-Nov-1892,1892,Unprovoked,AUSTRALIA,Norfolk Island,
5435,06-Nov-1892,1892,Unprovoked,AUSTRALIA,Queensland,"Wellington Point, Brisbane"
5436, 16-Sep-1892,1892,Unprovoked,USA,Texas,Velasco
5437,24-Jun-1892,1892,Invalid,FRANCE,Brittany,Brest
5438, 20-Jun-1892,1892,Unprovoked,CUBA,Havana Province,Havana Harbor
5439, 19-May-1892,1892,Unprovoked,NEW ZEALAND,North Island,Rockhampton
5440, 21-Apr-1892,1892,Unprovoked,BAHAMAS,Out Islands,
5441, 25-Mar-1893,1892,Unprovoked,PACIFIC OCEAN,,
5442,02-Mar-1892,1892,Provoked,AUSTRALIA,New South Wales,Lake Macquarie
5443,1892,1892,Provoked,AUSTRALIA,Torres Strait,Badu Island
5444, 31-Dec-1891,1891,Unprovoked,AUSTRALIA,New South Wales,
5445, 22-Dec-1891,1891,Unprovoked,NEW ZEALAND,North Island,"Manukau Harbor, 6 miles south of Auckland"
5446, 14-Sep-1891,1891,Sea Disaster,KIRIBATI,Line Islands,Flint Island
5447, 30-Aug-1891,1891,Unprovoked,CANADA,Nova Scotia,Halifax
5448,29-Aug-1891,1891,Provoked,USA,New Jersey,"Off Longport, Atlantic County"
5449,11-Jun-1891,1891,Invalid,USA,Virginia,Hampton Roads
5450,10-Mar-1891,1891,Unprovoked,PARAGUAY,,
5451, 08-Jan-1891,1891,Unprovoked,JAMAICA,Kingston Parish,Port Royal Harbour
5452,30-Dec-1890,1890,Invalid,AUSTRALIA,Queensland,Moreton Bay
5453, 27-Dec-1890,1890,Unprovoked,BRITISH NEW GUINEA,Woodlark Islands,Off Panamota
5454, 25-Oct-1890,1890,Unprovoked,ATLANTIC OCEAN,,
5455, 17-Aug-1890,1890,Provoked,USA,New Jersey,"Off Normandie-by-the-Sea, Monmouth County"
5456,9-Aug-1890,1890,Unprovoked,USA,Connecticut,"Bridgeport, Fairfield County"
5457, 08-Aug-1890,1890,Unprovoked,SAMOA,Upolu Island,Apia Harbour
5458,06-26-1890,1890,Unprovoked,CROATIA,,Fiume
5459, 14-Jun-1890,1890,Unprovoked,PERSIAN GULF,,
5460, 02-Jun-1890,1890,Unprovoked,EGYPT,,Port Said
5461,14-May-1890,1890,Invalid,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth
5462,25-Feb-1890,1890,Boating,MALTA,Munxar Reef,Marsascala
5463,1890,1890,Unprovoked,AUSTRALIA,Tasmania,Derwent River (empties into the sea at Hobart)
5464,1890,1890,Unprovoked,INDIA,Tamil Nadu,Tuticorin
5466,1890,1890,Unprovoked,NEW ZEALAND,North Island,"Lampton Harbour, Wellington"
5467,Ca. 1890,1890,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal
5468, 29-Nov-1889,1889,Invalid,GREECE,Northern Peloponnese,Patras
5469,22-Nov-1889,1889,Unprovoked,AUSTRALIA,Queensland,Bowen
5470,16-Nov-1889,1889,Invalid,USA,Hawaii,Honolulu
5471, 03-Oct-1889,1889,Unprovoked,INDIA,Tamil Nadu,Madras
5472,21-Jul-1889,1889,Unprovoked,USA,Florida,"Fernandina, Nassau County"
5473,  19-Jul-1889,1889,Unprovoked,USA,Texas,West Bay near Galveston 
5474,08-Jul-1889,1889,Unprovoked,AUSTRALIA,Victoria,Port Phillip
5475, 31-Jan-1889,1889,Provoked,USA,Florida,Hillsborough Bay
5476,Jan-1889,1889,Unprovoked,SIERRA LEONE,Western Area,Freetown
5477, 25-Dec-1888,1888,Unprovoked,INDIAN OCEAN,Between Perth & Colombo,
5478,09-Dec-1888,1888,Unprovoked,AUSTRALIA,New South Wales,"Iron Cove Bridge, Sydney (Estuary)"
5479,Dec-1888,1888,Unprovoked,AUSTRALIA,New South Wales,"Hawkesbury Bridge, Sydney"
5480, 23-Oct-1888,1888,Unprovoked,CROATIA, Primorje-Gorski Kotar County,Rijeka
5481,14-Aug-1888,1888,Sea Disaster,CANADA,Nova Scotia,Off Sable Island
5482, 01-Aug-1888,1888,Boating,USA,New York,
5483, 20-Jul-1888,1888,Invalid,JAMAICA,,
5484, 13-Jul-1888,1888,Sea Disaster,INDIA,Gujarat,Cutch Coast
5485,04-Jul-1888,1888,Invalid,CROATIA,Lukovo,
5486,24-Jun-1888,1888,Boating,AUSTRALIA,Victoria,Port Melbourne
5487, 18-Jun-1888,1888,Invalid,AUSTRALIA,Victoria,"Point Cook, Port Phillip Bay"
5488,17-Feb-1888,1888,Unprovoked,NEW ZEALAND,South Island,Oamaru
5489,Feb-1888,1888,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Mzimvubu River mouth
5490,22-Jan-1888,1888,Boating,AUSTRALIA,New South Wales,Sydney Harbor
5491,1888,1888,Unprovoked,LIBYA,Mediterranean Sea,Off Tripoli
5492, 22-Dec-1887,1887,Unprovoked,HONDURAS,Cortés,Off Puerto Cortez (Caribbean coast)
5493,04-Dec-1887,1887,Unprovoked,AUSTRALIA,New South Wales,"Ryde, Sydney (Estuary)"
5494,18-Oct-1887,1887,Unprovoked,USA,Florida,"Between Lake Worth & Biscayne Bay, near Hillsboro"
5495,October 1887,1887,Sea Disaster,BAHAMAS,,
5496,22-Sep-1887,1887,Unprovoked,ITALY,,Trieste
5497,11-Sep-1887,1887,Invalid,CROATIA, Primorje-Gorski Kotar County,Kraljevica
5498,12-Mar-1887,1887,Boating,AUSTRALIA,South Australia,Black Point
5499, 08-Feb-1887,1887,Unprovoked,NEW ZEALAND,North Island,Kaipara
5500,08-Feb-1887,1887,Provoked,SOUTH AFRICA,Western Cape Province,Blaauwberg
5501,20-Jan-1887,1887,Sea Disaster,BRAZIL,Alagoas,Maceió
5502,12-Jan-1887,1887,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Mzimvubu River, 9.6 km from the sea"
5503,1887,1887,Sea Disaster,OCEAN,"Somewhere between Philadelphia and Hiogo, Japan",
5504,Mid-Aug-1886,1886,Boating,USA, New Jersey,"Shrewsbury River, Highlands, Monmouth County"
5505,Mid-Aug-1886,1886,Provoked,USA,New Jersey,"Sandy Hook Bay, Highlands, Monmouth County"
5506,Aug-1886,1886,Boating,USA,New Jersey,"Shrewsbury River, Highlands, Monmouth County"
5507,17-Jun-1886,1886,Unprovoked,AUSTRALIA,Queensland,Off Bribie Heads
5508,02-Jun-1886,1886,Invalid,USA,Hawaii,"Hamakua Homakua, Hawai'i"
5509,06-May-1886,1886,Unprovoked,NEW CALEDONIA,South Province,Noumea
5510,26-Apr-1886,1886,Unprovoked,AUSTRALIA,Queensland,Rothesay Bay
5511,11-Apr-1886,1886,Invalid,NEW ZEALAND,South Island,Near the mouth of the Clarence River
5512, 06-Mar-1886,1886,Invalid,NEW ZEALAND,South Island,Dunedin 
5513,Mar-1886,1886,Invalid,AUSTRALIA,New South Wales,"Dobroyd Head, Watson Bay, Sydney"
5514,13-Feb-1886,1886,Boating,AUSTRALIA,Victoria,Mordialloc
5515,28-Jan-1886,1886,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth"
5516,26-Jan-1886,1886,Unprovoked,AUSTRALIA,Queensland,
5517,01-Jan-1886,1886,Unprovoked,SOUTH AFRICA,Western Cape Province,Groot River
5518,1886,1886,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbor
5519, 26-Nov-1885,1885,Boating,AUSTRALIA,Queensland,Brisbane 
5520,26-Nov-1885,1885,Unprovoked,AUSTRALIA,Western Australia,Bunbury
5521,17-Aug-1885,1885,Unprovoked,ATLANTIC OCEAN,,
5522,26-Jul-1885,1885,Sea Disaster,USA,Hawaii,Kau District
5525, 16-Apr-1885,1885,Unprovoked,,,
5526,09-Apr-1885,1885,Unprovoked,NEW ZEALAND,North Island,Auckland
5527,28-Mar-1885,1885,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Kokstad District
5528,13-Dec-1884,1884,Sea Disaster,AUSTRALIA,South Australia,Port Phillip
5529, 08-Dec-1884,1884,Provoked,FRANCE,Côte d'Azur  ,Between Nice & Villefranche
5530, 28-Aug-1884,1884,Unprovoked,USA,New Jersey,"Bayonne, Hudson County"
5531,18-Aug-1884,1884,Invalid,USA,New York,Jamaica Bay
5532,16-Jan-1884,1884,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"South Jetty, Port Elizabeth"
5533,14-Jan-1884,1884,Unprovoked,AUSTRALIA,South Australia,"Port Pirie, Spencer Gulf, 230 km north of Adelaide"
5534,19-Dec-1883,1883,Unprovoked,AUSTRALIA,New South Wales,Parramatta River
5535, 14-Sep-1883 (probably happened Ca. 1843/1844),1883,Unprovoked,AUSTRALIA,Tasmania,Between Port Arthur Penal Colony & Forestier Peninsula
5536,05-Jul-1883,1883,Provoked,GEORGIA,,"Savannah River, Chatham County"
5537, 26-Feb-1883,1883,Unprovoked,AUSTRALIA,Northern Territory,the pearling beds
5538, 25-Feb-1883,1883,Unprovoked,AUSTRALIA,Northern Territory,the pearling beds
5539,21-Jan-1883,1883,Unprovoked,AUSTRALIA,New South Wales,"Iron Cove, Sydney"
5540,1883,1883,Unprovoked,PACIFIC OCEAN,,
5541,Summer of 1883,1883,Unprovoked,USA,Florida,"Fort Pickens, Escambia County"
5542,1883,1883,Invalid,USA,South Carolina,"Bulls Bay, near Charleston"
5543,1883,1883,Unprovoked,USA,South Carolina,
5544,03-Dec-1882,1882,Provoked,NEW ZEALAND,South Island,New Brighton
5545,12-Nov-1882,1882,Unprovoked,NEW ZEALAND,North Island,"Tararu, Thames"
5547,Sep-1882,1882,Unprovoked,JAPAN,,
5548,14-May-1882,1882,Unprovoked,AUSTRALIA,New South Wales,Millers Point
5549, 12-May-1882,1882,Unprovoked,AUSTRALIA,,
5550,15-Apr-1882,1882,Unprovoked,AUSTRALIA,New South Wales,Lake Macquarie
5551,  07-Feb-1882,1882,Unprovoked,AUSTRALIA,,
5552, 23-Jan-1882,1882,Unprovoked,AUSTRALIA,New South Wales,"Darling Harbor, Sydney"
5553,1882,1882,Unprovoked,USA,Florida,"In the bay near the naval yard at Pensacola, Escambia County"
5554,1882,1882,Unprovoked,AUSTRALIA,Queensland,Maryborough
5555,13-Nov-1881,1881,Invalid,AUSTRALIA,New South Wales,"Johnstone's Bay, Sydney"
5556,16-Oct-1881,1881,Invalid,USA,Florida,"Pensacola Bay, Escambia County"
5557,05-Sep-1881,1881,Unprovoked,USA,North Carolina,"Elizabeth City, Pasquotank County  "
5558, 16-Aug-1881,1881,Unprovoked,,Western Banks,
5559,12-Aug-1881,1881,Unprovoked,USA,Rhode Island,Providence
5560,25-Jut-1881,1881,Unprovoked,,,Santa Cruz
5561,13-Jun-1881,1881,Unprovoked,USA,Alabama,Mobile Bay
5562,1881,1881,Unprovoked,INDIA,,"At Panihattu, Barrackpore, Dackhineshwar, Barahonagore, Kashipur & Chitpur down to Baug Bazar ghats"
5563,Ca. 1881,1881,Boating,ITALY,Sicily,Stretto di Messina
5564,25-Nov-1880,1880,Unprovoked,AUSTRALIA,Queensland,"Petrie Bight, Brisbane River"
5565,10-Oct-1880,1880,Sea Disaster,AUSTRALIA,New South Wales,Bermagui
5566,08-Aug-1880,1880,Unprovoked,MOZAMBIQUE,,
5567,25-Jul-1880,1880,Boating,USA,New York,The Narrows
5568,15-May-1880,1880,Unprovoked,INDIA,West Bengal,Ganges River
5569,14-May-1880,1880,Unprovoked,INDIA,West Bengal,Hoogly River
5570, 07-May-1880,1880,Invalid,MEXICO,Guerro,Acapulco
5571,02-May-1880,1880,Unprovoked,INDIA,West Bengal,(Calcutta?)
5572,02-May-1880,1880,Unprovoked,INDIA,West Bengal,"Panihati, 4 miles south of Barrackpore on the Hoogly River"
5573,22-Jan-1880,1880,Boating,AUSTRALIA,New South Wales,"Chowder Bay, Sydney"
5574,03-Jan-1880,1880,Unprovoked,AUSTRALIA,New South Wales,Cooranbong
5575,1880?,1880,Invalid,SYRIA,,
5576,Ca. 1880,1880,Invalid,USA,Florida,"Hutchinson Island, Martin County"
5577,Ca. 1880,1880,Unprovoked,SOLOMON ISLANDS,Guadalcanal Province,Guadalcanal
5578,1880,1880,Unprovoked,NEW ZEALAND,South Island,Campbells Point
5579,24-Dec-1879,1879,Unprovoked,INDIA,Andaman Islands,Port Blair
5580,10-Nov-1879,1879,Unprovoked,AUSTRALIA,New South Wales,Clarence Heads
5581, 22-Sep-1879,1879,Provoked,SPAIN,Valencia,Castellon de la Plana
5582, 30-Aug-1879,1879,Sea Disaster,FIJI,Lau Group,Totoya  
5583,3-Jul-1879,1879,Unprovoked,USA,California,"Los Angeles, Los Angeles County"
5584,19-Mar-1879,1879,Unprovoked,NEW ZEALAND,North Island,Napier
5585,10-Mar-1879,1879,Invalid,AUSTRALIA,New South Wales,Near Sydney 
5586,1879,1879,Unprovoked,USA,Mississippi,River mouth
5587,17-Nov-1878,1878,Unprovoked,AUSTRALIA,New South Wales,"Lane Cove River, Sydney Harbor "
5588, 24-Oct-1878,1878,Unprovoked,INDONESIA,East Java,Probolinggo
5589,13-Oct-1878,1878,Unprovoked,,,
5590, 14-Sep-1878,1878,Provoked,USA,Connecticut,"Branford, New Haven County"
5591,02-Sep-1878,1878,Sea Disaster,SOUTH ATLANTIC OCEAN,Off the coast of West Africa,
5593,09-Aug-1878,1878,Unprovoked,USA,New York,East River
5594,08-Aug-1878,1878,Unprovoked,USA,New York,Brooklyn
5595,10-Jun-78,1878,Unprovoked,PHILIPPINES,Misamis Oriental,Cagayan de Oro
5596, 30-March-1878,1878,Unprovoked,NEW GUINEA,,
5597,13-Feb-1878,1878,Sea Disaster,SOUTH AFRICA,Western Cape Province,Olifantbos Point
5598,1878,1878,Unprovoked,AUSTRALIA,New South Wales,"Balmain, Sydney (Estuary)"
5599, 15-Dec-1877,1877,Sea Disaster,FIJI,,
5600,15-Dec-1877,1877,Unprovoked,AUSTRALIA,New South Wales,"Peacock Point, Balmain, Sydney"
5601,12-Dec-1877,1877,Unprovoked,AUSTRALIA,New South Wales,Near Sydney
5602,15-Sep-1877,1877,Unprovoked,AUSTRALIA,New South Wales,Port Jackson
5603, 28-Aug-1877,1877,Invalid,INDIAN OCEAN,,
5604, 07-Apr-1877,1877,Provoked,AUSTRALIA,Tasmania,Smelting Works Bay near Hobart
5605,04-Apr-1877,1877,Unprovoked,AUSTRALIA,Victoria,Portarlington
5606,16-Mar-1877,1877,Unprovoked,ITALY,Strait of Messina,Off Calabria
5607, 11-Mar-1877,1877,Unprovoked,FIJI,Viti Levu Island,"Na Koro Vatu, Rewa River"
5608, 17-Feb-1877,1877,Unprovoked,AUSTRALIA,Victoria,Off Melbourne
5609,  28-Jan-1877,1877,Unprovoked,AUSTRALIA,Victoria,Emerald Hill
5610, 24-Jan-1877,1877,Unprovoked,AUSTRALIA,Victoria,Boarding School Bay
5611,04-Jan-1877,1877,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban
5612,Before 1878,1877,Unprovoked,INDIA,Hoogly River,Near Calcutta
5613, 07-Sep-1876,1876,Unprovoked,GREECE,Cyclades archipelago,Between the islands of Tenos and Andros 
5614, 04-Jun-1876,1876,Unprovoked,USA,Georgia,Cumberland Island
5615,14-May-1876,1876,Unprovoked,AUSTRALIA,New South Wales,Sydney Harbour
5616,06-Feb-1876,1876,Unprovoked,AUSTRALIA,Victoria,Albert Park in Port Phillip Bay
5617,1876,1876,Unprovoked,LEBANON,Mount Lebanon,Batroun
5618,1876,1876,Unprovoked,ENGLAND,"Between Hastings & Fairlight, Sussex",
5619,1876,1876,Unprovoked,AUSTRALIA,Western Australia,Between De Grey River and Port Walcott
5620,1876,1876,Unprovoked,AUSTRALIA,New South Wales,Sydney
5621, 27-Nov-1875,1875,Unprovoked,AUSTRALIA,New South Wales,Clarence Heads
5622,10-Aug-1875,1875,Invalid,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban"
5623,03-Mar-1875,1875,Unprovoked,NEW ZEALAND,North Island,Tauranga
5624, 20-Jan-1875,1875,Invalid,AUSTRALIA,Queensland,Mary River
5625,21-Nov-1874,1874,Unprovoked,AUSTRALIA,Queensland,Maryborough
5626,Ca. mid-1870s,1875,Unprovoked,AUSTRALIA,Western Australia,Sharks Bay
5627,14-Nov-1874,1874,Boating,CROATIA,Zadar County,"Lika-Senj, Pag Island"
5628,23-Jul-1874,1874,Boating,FRANCE,,
5629, 15-Jul-1874,1874,Unprovoked,USA,Hawaii,Waikiki
5630,15-Jul-1874,1874,Unprovoked,USA,New York,Coney Island
5631, 15-Jun-1874,1874,Unprovoked,KIRIBATI,Gilbert Islands,Beru
5632, 15-Jun-1874,1874,Unprovoked,,,
5633, 20-Apr-1874,1874,Boating,CANADA,Newfoundland,St. Pierre Bank 
5634,09-Jan- 1874,1874,Unprovoked,AUSTRALIA,New South Wales,"Darling Harbor, Sydney"
5635,1874,1874,Boating,TUVALU,,Between Nanumea & Nanumaga Atolls
5636,28-Jul-1873,1873,Provoked,USA,Maryland,Chester River
5637, 09-Jun-1873,1873,Invalid,AUSTRALIA,New South Wales,Newcastle 
5638, 09-Jan-1873,1873,Unprovoked,AUSTRALIA,Queensland,White Cliffs
5639,Nov- or Dec-1873,1873,Unprovoked,CUBA,Havana Province,Havana Harbor
5640, 30-Nov-1872,1872,Unprovoked,INDIAN OCEAN?,,
5641,24-Nov-1872,1872,Invalid,AZORES,,
5642, 07-Aug-1872,1872,Invalid,CROATIA,,Fiume
5643, 03-Apr-1872,1872,Unprovoked,USA,Hawaii,Kawahae
5644,26-Feb-1872,1872,Sea Disaster,AUSTRALIA,Queensland,Bramble Reef
5645,28-Jan-1872,1872,Invalid,Fiji,Lomaiviti Provine,"Levuka Point, Ovalau Island"
5646,Circa 1872,1872,Sea Disaster,SOUTH ATLANTIC OCEAN,Off the coast of South America,
5647, 11-Dec-1871,1871,Invalid,AUSTRALIA,New South Wales,Hawkesbury River
5648, 29-Aug-1871,1871,Unprovoked,USA,Hawaii,
5649,Aug-1871,1871,Provoked,USA,New York,Long Island
5650, 22-May-1871,1871,Unprovoked,SRI LANKA,Eastern Province,Trincomalee
5651,24-Mar-1871,1871,Unprovoked,INDIA,"22ºN, 88ºE",Hoogly River at Multah
5652,1871,1871,Unprovoked,AUSTRALIA,New South Wales,Manning River
5653,Before 1871,1871,Unprovoked,AUSTRALIA,Queensland,Brisbane River
5654,Before 1871,1871,Unprovoked,AUSTRALIA,New South Wales,Jervis Bay & Long Reef
5655,27-Jul-1870,1870,Unprovoked,USA,North Carolina,"Smithville (now Southport), Brunswick County"
5656,19-Jun-1870,1870,Unprovoked,INDIA,"22ºN, 88ºE","Calcutta, Hoogly River at  one of the ghats"
5657,01-Jun-1870,1870,Unprovoked,INDIA,West Bengal,"Hoogly River, Calcutta"
5658, 26-May-1870,1870,Unprovoked,AUSTRALIA,Queensland,Moreton Island
5659,18-May-1870,1870,Unprovoked,INDIA,"22ºN, 88ºE","Hatkolah, Ghat,"
5660,11-May-1870,1870,Unprovoked,INDIA,"22ºN, 88ºE",Near Sobah Bazar
5661,09-Jan-1870,1870,Unprovoked,AUSTRALIA,Queensland,Brisbane River
5662,Early 1870s,1870,Invalid,AUSTRALIA,Tasmania,Derwent River
5663, 15-Apr-1869,1869,Unprovoked,AUSTRALIA,South Australia,Cape Elizabeth
5664,10-Apr-1869,1869,Invalid,,,
5665,01-Sep-1868,1868,Unprovoked,ITALY,Adriatic Sea,Trieste
5666,13-May-1868,1868,Unprovoked,INDIA,Hoogly River,Ghat
5667,17-Jan-1868,1868,Sea Disaster,VIETNAM,,Cohong
5668, 04-Jan-1868,1868,Sea Disaster,AUSTRALIA,South Australia,Belfast (now Port Fairy)
5669," 24-Oct-1888, but took place around 1868",1868,Unprovoked,AUSTRALIA,Torres Strait,South Aroo Island
5670,1868 (?),1868,Unprovoked,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour"
5671, 22-Aug-1867,1867,Unprovoked,EGYPT,,Port Said
5672,Aug-1867,1867,Unprovoked,MEXICO,Veracruz ,Vera Cruz Harbor
5673,26-Jun-1867,1867,Sea Disaster,CUBA,Villa Clara Province,Remedios
5674,1867,1867,Unprovoked,CUBA,Matanzas Province (north coast),Matanzas
5675, 24-Apr-1866,1866,Invalid,AUSTRALIA,Western Australia,Off De Grey river
5676,02-Sep-1865,1865,Unprovoked,USA,New York,"Greenport Sound, Long Island"
5677, 18-Jul-1865,1865,Unprovoked,USA,Texas,Brazos
5678, 01-Mar-1865,1865,Boating,SOUTH AFRICA,Western Cape Province,St. Helena Bay
5679,1865,1865,Boating,AUSTRALIA,South Australia,Semaphore
5680, 18-Sep-1864,1864,Provoked,FRANCE,Alpes Maritime,Antibes
5681,Sep-1864,1864,Unprovoked,SCOTLAND,Edinburgh,Granton
5682,12-Aug-1864,1864,Unprovoked,USA,New York,Mahattan
5683,25-Jul-1864,1864,Unprovoked,SPAIN,Eastern Catalona,Badalona
5684, 27-Jan-1864,1864,Unprovoked,PANAMA,Colón Province,Aspinwall (Colón)
5685, 16-Jan-1864,1864,Unprovoked,NEW ZEALAND,Foveaux Strait,Stewart Island
5686,02-Jan-1864,1864,Unprovoked,NEW ZEALAND,North Island,"Brickfield Bay, Auckland Harbour"
5687,1864,1864,Invalid,AUSTRALIA,South Australia,"Corio Bay, Port Phillip"
5688,14-Dec-1863,1863,Unprovoked,GUINEA,Conakry Region,Ile de Loss
5689, 13-Sep-1863,1863,Unprovoked,USA,South Carolina,"Stono Inlet, near Charleston, Charleston County"
5690,Apr-1863,1863,Unprovoked,AUSTRALIA,Queensland,Caloundra Heads
5691,05-Mar-1863,1863,Unprovoked,AUSTRALIA,Victoria,Brighton
5692,05-Feb-1863,1863,Invalid,SOUTH AFRICA,KwaZulu-Natal,"Back Beach, Durban"
5693,10-Jan-1863,1863,Unprovoked,AUSTRALIA,New South Wales,"""Bellynahinch"" on the Manning River"
5694, 1863,1863,Unprovoked,GREECE,Corfu,
5695,22-Dec-1862,1862,Unprovoked,NEW ZEALAND,North Island,"Soldier's Point, Brick Bay, Auckland"
5696, 19-Dec-1862,1862,Unprovoked,AUSTRALIA,Queensland,Brisbane River
5697,04-Dec-1862,1862,Invalid,NEW ZEALAND,South Island,Lyttleton?
5698, 15-Aug-1862,1862,Unprovoked,SPAIN,,A Spanish port
5699, 02-Aug-1862,1862,Invalid,SPAIN,Malaga,Fuengirola
5700,25-Jul-1862,1862,Unprovoked,SPAIN,Malaga,San Andres Beach
5701,14-Jul-1862,1862,Unprovoked,SPAIN,Cádiz,Off Algeciras
5702,13-Jul-1862,1862,Unprovoked,SPAIN,Cádiz,Off Algeciras
5703,03-Jun-1862,1862,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban Harbor
5704,05-May-1862,1862,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Durban
5705,Circa 1862,1862,Unprovoked,USA,Hawaii,Puna
5706,1862,1862,Unprovoked,JAPAN,Bonin Islands,
5707,10-Nov-1861,1861,Unprovoked,SINGAPORE,,
5708, 25-Sep-1861,1861,Unprovoked,CUBA,,60 miles off Trinidad de Cuba
5709,Mar-1861,1861,Unprovoked,NEW ZEALAND,North Island,"Wynyard Wharf, Auckland Harbor"
5710, 12-Feb-1861,1861,Unprovoked,EQUATORIAL GUINEA / CAMEROON,Fernando Po Island,
5711, 15-Jan-1861,1861,Unprovoked,AUSTRALIA,Queensland,Cleveland
5712,26-Dec-1860,1860,Unprovoked,AUSTRALIA,New South Wales,"The Domain, Sydney"
5713,01-Aug-1860,1860,Unprovoked,USA,New York,Brooklyn
5714,Apr-1860,1860,Unprovoked,NEW ZEALAND,North Island,"Princes Wharf, Auckland Harbor"
5715,Apr-1860,1860,Unprovoked,NEW ZEALAND,North Island,"St. George's Bay, Auckland Harbor"
5716,27-Mar-1860,1860,Sea Disaster,COOK ISLANDS,Mangaia Island,
5717,11-Mar-1860,1860,Unprovoked,BAHAMAS,New Providence Island,Nassau
5718,16-Mar-1859,1859,Unprovoked,USA,Hawaii,Off Kawaihae
5719,31-Aug-1858,1858,Invalid,USA,New York ,"Staten Island, Richmond County"
5720,29-Aug-1858,1858,Invalid,USA,New York ,"Staten Island, Richmond County"
5721,14-Mar-1858,1858,Unprovoked,AUSTRALIA,Victoria,Hobson Bay
